text,category,stance,"('text', 'dialect')"
ما مخاطر تاخير الجرعه الثانيه من لقاح «كورونا»؟  ,info_news,1,"('ما مخاطر تأخير جرع ثاني من لقاح « كور » ؟', 'Gulf')"
فارس سعيد هوي وعمياخد لقاح كورونا     ,celebrity,1,"('فارس سعيد هوى وعمياخد لقاح كور', 'Levant')"
ننشر اول صور لشحنه لقاح  استرازينيكا فور وصولها  مطار القاهره الدولي  لقاح كورونا  كورونا    ,info_news,1,"('نشر أول صور شحن لقاح استرازينيكا فور وصول مطار قاهر دولي لقاح كور كور', 'Gulf')"
مدير مؤسسه الغذاء والدواء للمملكه: لقاح استرا زينيكا ولقاح روسي الي جانب لقاح جونسون اند جونسون قيد الدراسه   عاجل  الاردن  لقاح كورونا  هنا المملكه,info_news,1,"('مدير مؤسس غذاء دواء مملك : لقاح أسترا زينيكا لقاح روسي إلى جانب لقاح جونسون آند جونسون قيد دراس عاجل أردن لقاح كور هنا مملك', 'Modern Standard Arabic')"
هذا المرض مستشري بين بعض فئات المجتمع العراقي، ولحد الان محد لگاله علاج ولا لقاح   ,unrelated,0,"('هذا مرض مستشري بين عض فئ مجتمع عراقي ، حد آن محد لگاله علاج لا لقاح', 'Gulf')"
لقاح ايه اللي معمول ف الصين مش متلقحين,rumors,0,"('لقاح أيه اللي معمول ف صين مش متلقح', 'Nile Basin')"
باحث اسرائيلي يقول: تريد لقاح ؟ طبع اولا  ,info_news,0,"('باحث إسرائيلي قول : ريد لقاح ؟ طبع أول', 'Gulf')"
شو صحه هالخبر  دراسه اميركيه تتوقع  ان فيروس كورونا يقتل نفسه من خلال الطفره الجديده وسينتهي خلال اشهر من دون لقاح   ,rumors,0,"('شو صح هالخبر دراس أميركي توقع إن فيروس كور قتل نفس من خلال طفر جديد نتهي خلال اشهر من دون لقاح', 'Nile Basin')"
فرنسا تبدا تطعيم من تزيد اعمارهم عن 75 عاما ضد  كورونا  العربيه عاجل  ,plan,1,"('فرنسا بدأ تطعيم من زيد أعمار عن 75 عام ضد كور عربي عاجل', 'Nile Basin')"
 اخبار العالم  بيونتيك: سننتج ملياري جرعه  لقاح كورونا خلال 2021   ,info_news,1,"('أخبار عالم بيونتيك : نتج مليار جرع لقاح كور خلال 2021', 'Gulf')"
  *مجموعه اطباء الخطوط الاماميه الامريكان، معترفين بانه لقاح تجريبي وغير امن ويحذرون الناس من اخذ اللقاح لكافه الفئات العمريه. *اين توصيات اطباء الخطوط الاماميه العرب من هذا اللقاح وكذبه كوفيد19. *بل يضللون الناس بان اللقاح امن بدون علم ويطالبون بعدم مناقشه مكونات اللقاح.  **عجبا,info_news,-1,"('* مجموع أطباء خطوط أمامي أمريكان ، معترف أن لقاح تجريبي غير أمن حذر ناس من أخذ لقاح كاف فئ عمري . * أين توصي أطباء خطوط أمامي عرب من هذا لقاح كذب كوفيد19 . * بل ضلل ناس أن لقاح أمن دون علم طالب عدم مناقش مكون لقاح . * * عجب', 'Modern Standard Arabic')"
رغم الجدل المثار حوله.. الامارات ترخص استخدام لقاح سبوتنيك الروسي   ,info_news,1,"('رغم جدل مثار حول . . أمار رخص ٱستخدام لقاح سبوتنيك روسي', 'Gulf')"
مدينه  العيون المغربيه  والتي يدعي العدو نظام الكابرانات انها تحت الاحتلال، توصلت امس بحصتها من لقاح  فيروس كورونا كيوفيد 19 وفي المقابل هذا النظام الخبيث لم يستطع توفير اللقاح لشعبه الي حدود الساعه.  ,info_news,1,"('مدين عيون مغربي التي دعي عدو نظام الكابرانات أن تحت ٱحتلال ، توصل أمس حص من لقاح فيروس كور كيوفيد 19 في مقابل هذا نظام خبيث لم ستطع توفير لقاح شعب إلى حدود ساع .', 'Modern Standard Arabic')"
بعد ان قدم للانسان في ارضه اين من كان كل رعايه واهتمام، وبعد ان حافظ علي ان تبقي السعوديه عظمي وتتقدم بنهضتها للامام.  خادم الحرمين الشريفين يتلقي الجرعه الاولي من لقاح كورونا  اللهم احفظه بحفظك و اجزه عنا خير الجزاء و اطل عمره في طاعتك    مقدمه الديوانيه مع     ,celebrity,1,"('بعد أن قدم إنسان في أرض أين من كان كل رعاي ٱهتمام ، بعد أن حافظ على أن بقى سعودي عظمى تقدم نهض أمام . خادم حرم شريف تلقى جرع أولى من لقاح كور اللهم حفظ حفظ و جز عن خير جزاء و طل عمر في طاع مقدم ديواني مع', 'Modern Standard Arabic')"
اللهم انت رب الداء والدواء .. و رب الارض والسماء .. اللهم ارفع عنا الوباء واحفظنا من كل داء .. اخذت قبل قليل الجرعه الاولي من لقاح  كوفيد 19 . شكرا وطني العظيم  شكرا  ابطال الصحه .. ما رايته من تنظيم و اهتمام وتعامل شيء يفوق الوصف . والله مامثلك بهالدنيا   ,personal,1,"('اللهم أنت رب داء دواء . . و رب أرض سماء . . اللهم رفع عن وباء أحفظ من كل داء . . أخذ قبل قليل جرع أولى من لقاح كوفيد 19 . شكر وطني عظيم شكر أبطال صح . . ما رأي من تنظيم و ٱهتمام تعامل شيء فوق وصف . الله مامثلك بهالدنيا', 'Modern Standard Arabic')"
فيروس كورونا: الاتحاد الاوروبي يوافق علي استخدام لقاح استرازينيكا لمن هم فوق 18 عاما    ,info_news,1,"('فيروس كور : ٱتحاد أوروبي وافق على ٱستخدام لقاح أسترازينيكا من هم فوق 18 عام', 'Modern Standard Arabic')"
تقديم 108401 جرعه من لقاح كوفيد 19 خلال ال 24 ساعه الماضيه في الامارات   البيان  ,plan,1,"('تقديم 108401 جرع من لقاح كوفيد 19 خلال ال 24 ساع ماضي في امارات بيان', 'Maghreb')"
وزاره الدفاع: ارتفاع عدد جرعات لقاح كورونا التي وزعت الي ٢٧.٦ مليون جرعه.,info_news,1,"('وزار دفاع : ٱرتفاع عدد جرع لقاح كور التي وزع إلى ٢٧ . ٦ مليون جرع .', 'Gulf')"
فهد احمد الرئيسي، المدير التنفيذي ل ورشه حكومه دبي يتلقي الجرعه الاولي من لقاح فايزر  بايونتيك ضمن حمله التطعيم التي تنفذها هيئه الصحه في  دبي، وتوفر خلالها التطعيم للمواطنين والمقيمين مجانا.      ,celebrity,1,"('فهد أحمد رئيسي ، مدير تنفيذي ل ورش حكوم دبي تلقى جرع أولى من لقاح فايزر بايونتيك ضمن حمل تطعيم التي نفذ هيئ صح في دبي ، توفر خلال تطعيم مواطن مقيم مجان .', 'Gulf')"
ما علينا وين رح يخزنوا لقاح فايزر؟ كمان بالمدينه الرياضيه من هون ليتفقوا علي المناصفه بالتوزيع ؟!,others,0,"('ما علينا ين رح خزن لقاح فايزر ؟ كمان مدين رياضي من هون تفق على مناصف توزيع ؟ !', 'Levant')"
سعد الحريري جايب معه ٥٠٠ جرعه لقاح ضد الكورونا وزعها للحاشيه تبعه، شي عادي كتير.  بس توزيع شاي علي لجيش اللبناني يلي مقضيها ركض ورا الشعب المنيك، فضيحه تاريخيه.,info_news,1,"('سعد حريري جايب مع ٥٠٠ جرع لقاح ضد الكورونا وزع حاشي بع ، شي عادي كتير . بس توزيع شاي على جيش لبناني لي مقضي ركض ورا شعب منيك ، فضيح تاريخ .', 'Levant')"
ما حدا من هالمليارديريه اللبنانيين حابب يتبرع للفقراء بمدينته بشي كم مليون لقاح.!,personal,1,"('ما حد من هالمليارديريه لبناني حابب تبرع فقراء مدين شي كم مليون لقاح . !', 'Levant')"
عاجل|  خادم الحرمين يتلقي الجرعه الاولي من  لقاح كورونا     ,celebrity,1,"('عاجل | خادم حرم تلقى جرع أولى من لقاح كور', 'Gulf')"
اصبح بالامكان حاليا اخذ لقاح كورونا دون الحاجه لتصوير الواقعه !.,info_news,1,"('أصبح إمكان حالي أخذ لقاح كور دون حاج تصوير واقع ! .', 'Modern Standard Arabic')"
وصول اول دفعه من لقاح استرازينيكا البريطاني الي مطار هواري بومدين الدولي    ,info_news,1,"('وصول أول دفع من لقاح أسترازينيكا بريطاني إلى مطار هواري ومد دولي', 'Modern Standard Arabic')"
الامارات: تقديم اكثر من مليوني جرعه من لقاح «كورونا»  ,plan,1,"('أمار : تقديم أكثر من مليون جرع من لقاح « كور »', 'Gulf')"
 خادم الحرمين الشريفين  خادم الحرمين الشريفين  الملك سلمان حفظه الله يتلقي الجرعه الاولي من لقاح كورونا.   ,celebrity,1,"('خادم حرم شريف خادم حرم شريف ملك سلمان حفظ الله تلقى جرع أولى من لقاح كور .', 'Gulf')"
 نريد لقاح امن حتي نامن صحه اطفالنا في المستقبل .,requests,1,"('ريد لقاح آمن حتى أمن صح أطفال في مستقبل .', 'Modern Standard Arabic')"
تونس تسعي للحصول علي لقاح سبوتنيك  الروسي  تجري تونس حاليا اتصالات دبلوماسيه مع دول طورت لقاحات فعاله ضد فيروس كورونا، ومن بينها روسيا، للتسريع في الحصول علي لقاح ينهي المخاوف من انهيار المنظومه الصحيه في البلاد.   الخلاصه  ,info_news,1,"('تونس سعى حصول على لقاح سبوتنيك روسي جري تونس حالي ٱتصال دبلوماسي مع دول طور لقاحات فعال ضد فيروس كور ، من بين روسيا ، تسريع في حصول على لقاح نهي مخاوف من ٱنهيار منظوم صحي في بلاد . خلاص', 'Gulf')"
العونيه لحيسه الصرامي، طاوشين سمانا هون بكرهن للسعوديه ورايح ياخذ لقاح عندهم  واذا سالتو مين بيفضل بيقلك ايران  ,personal,1,"('العونيه لحيسه صرامي ، طاوشين سما هون كر سعودي رايح أخذ لقاح عند إذا سأل مين فضل قل إيران', 'Levant')"
هل تعلم ان سبب  سرطان عنق الرحم  الرئيسي هو فيروس   . والان هناك لقاح ضد هذا الفيروس وينصح باعطائه البنات قبل سن الزواج . كذلك ينصح بعمل مسحه من عنق الرحم بشكل سنوي للمراه المتزوجه ضمن اجراءات الكشف المبكر .   توعيه  صحه  ,unrelated,0,"('هل علم أن سبب سرطان عنق رحم رئيسي هو فيروس . آن هناك لقاح ضد هذا فيروس نصح إعطائ بن قبل سن زواج . ذلك نصح عمل مسح من عنق رحم شكل سنوي مرأ متزوج ضمن إجراء كشف مبكر . توعي صح', 'Modern Standard Arabic')"
هناك مصادر لقاح اثبتت نجاحها غير امريكا ويمكن استيراده   نريد لقاح امن,info_news,1,"('هناك مصادر لقاح أثبت نجاح غير أمريكا مكن ٱستيراد ريد لقاح آمن', 'Modern Standard Arabic')"
 خامنئي في موقف محرج.. سببه خبر وصوره علي وكاله فارس لمطور لقاح منعه!  ,info_news,0,"('خامنئي في موقف محرج . . سبب خبر صور على وكال فارس مطور لقاح منع !', 'Gulf')"
لقاح ايراني كوبي مشترك يعد ثالث لقاح مضاد لفيروس  كورونا الذي تتابع الجمهوريه الاسلاميه مراحل انتاجه بكل جديه.  ,info_news,1,"('لقاح إيراني كوبي مشترك عد ثالث لقاح مضاد فيروس كور الذي تابع جمهوري إسلامي مراحل إنتاج كل جدي .', 'Gulf')"
تاكيدا لانفراد  اليوم السابع.. الصحه تعلن توزيع لقاح  كورونا من  مستشفي ابوخليفه    ,info_news,1,"('تأكيد ٱنفراد يوم سابع . . صح علن توزيع لقاح كور من مستشفى أبوخليفه', 'Gulf')"
بحمدمن الله وفضله تطعمت تشنترت اليوم بلقاح كورونا في مركز لعبيب الطبي.كنت اعتقد ان المكان فاضي والناس خايفه من التطعيم تفاجات بالعدد الكبير والازدحام.ثرا الابره ماتوجع..  لقاح كوفيد 19   قطر  ,personal,1,"('بحمدمن الله فضل تطعم تشنترت يوم لقاح كور في مركز لعبيب طبي . كن عتقد إن مكان فاضي ناس خايف من تطعيم تفاجأت عدد كبير ٱزدحام . ثر إبر وجع . . لقاح كوفيد 19 قطر', 'Nile Basin')"
يا ليت في لقاح يبعد الناس الزباله قبل يقربو من حياتنا,unrelated,0,"('يا ليت في لقاح بعد ناس زبال قبل قرب من حيا', 'Maghreb')"
نقترب من مليونين ونصف لمتلقي لقاح  كورونا  ,info_news,1,"('قترب من مليون نصف متلقي لقاح كور', 'Gulf')"
عشرات وعشرات الاف الاطباء والعلماء والباحثين والمعامل والمختبرات والكليات والجامعات من المحيط الي الخليج عجزت عن ايجاد لقاح  كورونا . مرحبا عرب,info_news,0,"('عشر عشر آلاف أطباء علماء باحث معامل مختبر كلي جامع من محيط إلى خليج عجز عن إيجاد لقاح كور . مرحب عرب', 'Gulf')"
تواجد عدد محدود من التطعيمات في الدول يدار بطريقتين  تطعيم اعداد كبيره يوميا خلال فتره قصيره  او  تطعيم اعداد قليله يوميا خلال فتره طويله  الاولي تحقق انتشار سريع للمناعه وتغطي شريحه كبيره في وقت وجيز  الثانيه تهتم لظهور اعلامي يومي لمسؤولين دون اكتراث لسرعه نشر المناعه,info_news,1,"('تواجد عدد محدود من تطعيم في دول دار طريق تطعيم أعداد كبير يومي خلال ر قصير أو تطعيم أعداد قليل يومي خلال ر طويل أولى تحقق ٱنتشار سريع مناع غطي شريح كبير في وقت وجيز ثاني هتم ظهور إعلام يوم مسؤول دون ٱكتراث سرع نشر مناع', 'Gulf of Aden')"
 كورونا.. ظهور اعراض جانبيه علي متلقي لقاح محلي ب  الهند تم الابلاغ عن 51 حاله يعانون من اثار جانبيه خفيفه، بينما يعاني احد الحالات من اعراض خطيره   ,info_news,-1,"('كور . . ظهور أعراض جانب على متلقي لقاح محلي ب هند تم إبلاغ عن 51 حال عان من آثار جانب خفيف ، بينما عاني أحد حال من أعراض خطير', 'Modern Standard Arabic')"
قبل يومين فتحت تطبيق صحتي وحجزت موعد علي بكره الظهر لاخذ الجرعه الاولي من لقاح  كورونا قبل قليل فتحت التطبيق ابحث عن موعدي اعطاني لا يوجد لك موعد ! قلت خيره انا مزكم لي ٣ ايام ويوم المطر امس غرقت وزاد الزكام معي تعالجت والحمدلله الان تعافيت ربما اخذها في  الطائف انا مازلت في  جده,personal,1,"('قبل يوم فتح تطبيق صح حجز موعد على كر ظهر أخذ جرع أولى من لقاح كور قبل قليل فتح تطبيق بحث عن موعد أعطا لا وجد ل موعد ! قل خير أنا مز ل ٣ أيام يوم مطر أمس غرق زاد زكام معي تعالج والحمدلله آن تعافي ربما خذ في طائف أنا مازلت في جد', 'Modern Standard Arabic')"
"تخطت  الامارات حاجز المليون جرعه لقاح بعد اعلان وزاره الصحه ووقايه المجتمع اليوم عن تخطيها حاجز المليون جرعه لقاح تم تقديمها حتي اليوم ليبلغ المجموع 1,086,568 جرعه كما بلغ عدد الاشخاص الذين اتموا جرعتي اللقاح اكثر من ربع مليون شخص    ",info_news,1,"('تخط أمار حاجز مليون جرع لقاح بعد إعلان وزار صح وقاي مجتمع يوم عن تخطي حاجز مليون جرع لقاح تم تقديم حتى يوم بلغ مجموع 1 , 086 , 568 جرع كما بلغ عدد أشخاص الذين أتم جرع لقاح أكثر من ربع مليون شخص', 'Modern Standard Arabic')"
عاجل..  خادم الحرمين – حفظه الله  يتلقي الجرعه الاولي من لقاح  كورونا  ,celebrity,1,"('عاجل . . خادم حرم – حفظ الله تلقى جرع أولى من لقاح كور', 'Gulf')"
دراسه لجمع معلومات حول: 1. ارائكم حول كيفيه تعامل  لبنان مع وباء  كورونا 2. تاثير الوباء عليك وعلي اسرتك 3. استعدادك لتلقي لقاح الكورونا يرجي المشاركه بالدراسه، بتاخد دقيقتين من وقتكم   ,info_news,1,"('دراس جمع معلوم حول : 1 . آرائ حول كيفي تعامل لبنان مع وباء كور 2 . تأثير وباء علي على أسر 3 . ٱستعداد تلقي لقاح الكورونا رجى مشارك دراس ، بتاخد دقيق من وقت', 'Gulf')"
ان كان ما اخذت المطعوم جعلك الا تموت ارسل عليك اللقاح كني ارسل فراغ  و اكلمك بالمطعوم وتقول لي دون مطعوم   ,unrelated,0,"('أن كان ما أخذ مطعوم جعل إلا موت أرسل علي لقاح كنى أرسل فراغ و كلم مطعوم قول ل دون مطعوم', 'Gulf')"
الفنيقيي رح يتنييك ويستورد لقاح صينييلي بضل يتمنيك عليهن لان هو متفوق جينيا عن كل الدول شرق لبنان و كلب عند كلشي غرب لبنان ورح يمنع الاجئين علي ارضه لان هاها نحنا فينيئيه بالرغم من انه الفيروس ما بيعرف يقرا الهويه,info_news,1,"('الفنيقيي رح يتنييك ستورد لقاح صينييلي ظل يتمنيك علي لإن هو فوق جينيا عن كل دول شرق لبنان و كلب عند كلشي غرب لبنان رح منع الاجئين على أرض لإن هأهآ نح فينيئيه رغم من إنه فيروس ما عرف قرا هوي', 'Levant')"
 كوبا تعلن اجراء اختبارات في  ايران لدراسه فاعليه لقاح مضاد ل  كورونا  ,plan,1,"('كوبا علن إجراء ٱختبار في إيران دراس فاعلي لقاح مضاد ل كور', 'Modern Standard Arabic')"
تلقي الملك محمد السادس الجرعه الاولي من اللقاح المضاد لكوفيد 19.  لقاح كوفيد 19,celebrity,1,"('تلقى ملك محمد سادس جرع أولى من لقاح مضاد لكوفيد 19 . لقاح كوفيد 19', 'Gulf')"
 وصول الدفعه الثانيه من لقاح فايزر   بيونتيك  المضاد لفيروس كورونا الي السلطنه وتتضمن 11700 جرعه.  ,info_news,1,"('وصول دفع ثاني من لقاح فايزر بيونتيك مضاد فيروس كور إلى سلطن تضمن 11700 جرع .', 'Modern Standard Arabic')"
هل هناك لقاح ضد فيروس كورونا ليس بحاجه لدرجه حراره بارده ؟  بمعني اخر . هل باستطاعه احد احضار اللقاح من خارج لبنان الي بيروت من دون الحاجه لدرجه بروده عاليه ؟  لطفا جواب اكيد اذا امكن,info_news,1,"('هل هناك لقاح ضد فيروس كور ليس حاج درج حرار بارد ؟ معنى آخر . هل ٱستطاع أحد إحضار لقاح من خارج لبنان إلى بيروت من دون حاج درج برود عالي ؟ طفا جواب أكيد إذا أمكن', 'Modern Standard Arabic')"
حتما سنكون في مقدمه الامم بالاخلاق والاخلاص.. شبابنا وهم يستقبلون اخذي لقاح كورونا في جده.. بوركتم.. وحماكم الرب في عليائه.    ,info_news,1,"('حتم كون في مقدم أمم أخلاق إخلاص . . شباب هم ستقبل أخذ لقاح كور في جد . . بوركتم . . حما رب في عليائ .', 'Gulf')"
لقاح بهارات الهندي يثبت فاعليته ضد السلاله البريطانيه من فايروس كورونا,info_news,1,"('لقاح بهار هندي ثبت فاعلي ضد سلال بريطاني من فايروس كور', 'Maghreb')"
الفريق المتقاعد، الطبيب داود حنانيا يتلقي لقاح  كورونا تزامنا مع بدء الحمله الوطنيه للتطعيم ضد فيروس  كورونا   الاردن 100  حكايه 100 عام  هنا المملكه  ,info_news,1,"('فريق متقاعد ، طبيب داود حنان تلقى لقاح كور تزامن مع بدء حمل وطني تطعيم ضد فيروس كور اردن 100 حكاي 100 عام هنا مملك', 'Maghreb')"
العونيه حاله مرضيه حيرت العلماء، وبعد البحث تبين انه مرض يضرب دماغ الطفيليات والعوالق، فتم صرف النظر عن صنع لقاح له، فهذا المرض لا يصيب البشر والحمدالله.  قرار القصر في سنتر,info_news,1,"('العونيه حال مرض حير علماء ، بعد بحث تبين أن مرض ضرب دماغ طفيلي والعوالق ، تم صرف نظر عن صنع لقاح ل ، هذا مرض لا صيب بشر والحمدالله . قرار قصر في تر', 'Gulf')"
 تركيا تبدا تطعيم المواطنين فوق سن 75 عاما بلقاح  كورونا، اذ بدا المسنون تلقي الجرعه الاولي من لقاح كورونافاك الصيني في مستشفي المدينه الطبيه بالعاصمه انقره، ضمن حمله التطعيم التي بدات في 14 يناير/كانون الثاني الجاري  ,plan,1,"('تركيا بدأ تطعيم مواطن فوق سن 75 عام لقاح كور ، إذ بدأ مسن لقي جرع أولى من لقاح كورونافاك صيني في مستشفى مدين طبي عاصم أنقر ، ضمن حمل تطعيم التي بدأ في 14 يناير / كانون ثاني جاري', 'Modern Standard Arabic')"
"اللعب هاذا.  المانيا تنصح بعدم استعمال لقاح  للاشخاص الذين تفوق اعمارهم 65 سنه! لجنه التلقيح في معهد   , تقول انه لا تتوفر معطيات كافيه تؤكد فعاليه اللقاح بالنسبه الشريحه العمريه الاكبر من 65 سنه. پيك يا وليدي!  ",info_news,-1,"('لعب هاذا . ألمانيا نصح عدم ٱستعمال لقاح أشخاص الذين فوق أعمار 65 سن ! لجن تلقيح في معهد , قول أن لا توفر معطي كافي ؤكد فعالي لقاح نسب شريح عمري أكبر من 65 سن . پيك يا يد !', 'Modern Standard Arabic')"
لكبار السن واصحاب الامراض المزمنه.. اخذ لقاح  كورونا هو افضل طريقه للوقايه من الفيروس، التسجيل متاح عبر تطبيق صحتي حفظكم الله من كل سوء   لقاح كورونا   اكبر بصحه,info_news,1,"('كبار سن أصحاب أمراض مزمن . . أخذ لقاح كور هو أفضل طريق وقاي من فيروس ، تسجيل متاح عبر تطبيق صح حفظ الله من كل سوء لقاح كور أكبر صح', 'Modern Standard Arabic')"
من البيض المخصب ولقاح للدواجن.. تمكن الباحث المصري الدكتور محمد رحيم الذي يعمل ضمن فريق بحثي بجامعه لانكستر ب  انجلترا، من ابتكار  لقاح بشري ضد فيروس  كورونا، بتقنيه تدعي الهندسه الوراثيه العكسيه، ويؤخذ عن طريق الانف وبتكلفه اقل مقارنه باللقاحات الاخري.  ,info_news,1,"('من بيض مخصب لقاح دواجن . . تمكن باحث مصري دكتور محمد رحيم الذي عمل ضمن فريق بحث جامع لانكستر ب أنجلترا ، من ٱبتكار لقاح بشرى ضد فيروس كور ، تقني دعى هندس وراثي عكسي ، ؤخذ عن طريق أنف تكلف أقل مقارن باللقاحات أخرى .', 'Modern Standard Arabic')"
تلقيت اليوم الجرعه الثانيه من لقاح كوفيد 19فايزر بيونتيك، فجزيل الشكر والامتنان لخادم الحرمين الشريفين وولي العهد علي توفير اللقاح وتجهيز مراكز لتقديمه مجانا للمواطن والمقيم، وتحيه تقدير لخط الدفاع الاول بوزاره الصحه لعملهم المتميز، داعيا الجميع للمبادره بالتسجيل واخذ اللقاح.  ,personal,1,"('تلقي يوم جرع ثاني من لقاح كوفيد 19فايزر بيونتيك ، جزيل شكر أمتن خادم حرم شريف ولي عهد على توفير لقاح تجهيز مراكز تقديم مجان مواطن مقيم ، حي تقدير خط دفاع أول وزار صح عمل متميز ، داعي جميع مبادر تسجيل أخذ لقاح .', 'Gulf')"
 هام الوزاره الاولي: الوزير الاول عبد العزيز جراد يستقبل السفير الروسي لدي الجزائر الوزاره الاولي: جراد اعرب باسم الرئيس تبون عن شكر الجزائر للسلطات العليا في روسيا علي تجاوبها لطلب اقتناء لقاح سبوتنيك  ,info_news,1,"('هام وزار أولى : وزير أول عبد عزيز جراد ستقبل سفير روسي لدى جزائر وزار أولى : جراد أعرب ٱسم رئيس تبون عن شكر جزائر سلط عليا في روسيا على تجاوب طلب ٱقتناء لقاح سبوتنيك', 'Modern Standard Arabic')"
وصول اول شحنه من لقاح استرازينيكا الي ⁧ السلطنه⁩  ,info_news,1,"('وصول أول شحن من لقاح أسترازينيكا إلى سلطن', 'Modern Standard Arabic')"
حديث سيدي صاحب السمو الملكي  الامير مقرن بن عبدالعزيز لقناه ل  الاخباريه بعد تلقيه لقاح  كورونا  ,info_news,1,"('حديث سيد صاحب سمو ملكي أمير قرن بن عبدالعزيز قناة ل إخباري بعد لقي لقاح كور', 'Maghreb')"
ملك المغرب يتلقي لقاح كورونا     ,celebrity,1,"('ملك مغرب تلقى لقاح كور', 'Maghreb')"
حسما للجدل الدائر بان سعد الحريري سعي لجلب نصف مليون لقاح مجاني للبنان يبقي من المفيد التذكير بان عائله الحريري لم تقدم اي رغيف خبز مجاني بل ان ما سرقه الحريري وخليفته من اللبنانيبن يعادل عشرات ملايين اللقاحات وعشرات الاف الات التنفس والاف اطنان الادويه والعلاجات,info_news,1,"('حسم جدل دائر أن سعد حريري سعى جلب نصف مليون لقاح مجاني لبنان بقى من مفيد تذكير أن عائل حريري لم تقدم أي رغيف خبز مجاني بل أن ما سرق حريري خليف من اللبنانيبن عادل عشر ملايين اللقاحات عشر آلاف آل تنفس ألاف أطنان أدوي علاج', 'Gulf')"
الصيدلاني المتورط اخرج اللقاحات من الثلاجه لساعات وعلي مدي ليلتين متتاليتين، في محاوله لافسادها. فيما يعتقد المسؤولون ان 57 شخصا قد تلقوا جرعات منها، قبل ان يتم اكتشاف تصرفاته   اندبندنت عربيه تغنيك  ,info_news,-1,"('صيدلاني متورط خرج اللقاحات من ثلاج ساع على مدى ليل متتالي ، في محاول إفساد . فيما عتقد مسؤول أن 57 شخص قد تلق جرع من ، قبل أن تم ٱكتشاف تصرف إندبندنت عربي غني', 'Modern Standard Arabic')"
الحكومه الالمانيه تهدد باتخاذ اجراءات قانونيه  ضد الشركات المتاخره عن تسلم لقاح  كورونا  ,info_news,1,"('حكوم ألماني هدد ٱتخاذ إجراء قانون ضد شرك متأخر عن تسلم لقاح كور', 'Modern Standard Arabic')"
نظره سريعه علي قائمه طويله حول الارهاب البيولوجي لامريكا وجعل البشر حقول تجربه: اختبار سفليس في غواتيمالا 1946 1948. اختبار الحصبه علي 1500 حديثي الولاده من اصل اسباني وذوي البشره السمراء 1990 اختبار السرطان في بورتوريكو 1931، اختبار الايدز في افريقيا 1959  لقاح امن,info_news,0,"('نظر سريع على قائم طويل حول إرهاب بيولوجي أمريكا جعل بشر حقول تجرب : ٱختبار سفليس في غواتيمالا 1946 1948 . ٱختبار حصب على 1500 حديث ولاد من أصل إسباني ذوي بشر سمراء 1990 ٱختبار سرطان في بورتوريكو 1931 ، ٱختبار أيدز في إفريقيا 1959 لقاح أمن', 'Gulf')"
هل من الطبيعي ان يعطي اردوغان شعبه لقاح غير فعال وبضعف الثمن ؟ فهو لا يهمه صحه الشعب ؟ ولا يهتم بانتشار الفيروس بين الناس وقام باعطاء اللقاح الفعال للارهابيين التابعين له ولحكمه الفاسد.     ,plan,-1,"('هل من طبيعي أن عطى اردوغان شعب لقاح غير فعال ضعف ثمن ؟ هو لا هم صح شعب ؟ لا هتم ٱنتشار فيروس بين ناس قام إعطاء لقاح فعال إرهابي تابع ل حكم فاسد .', 'Gulf')"
بعد اثبات فعاليته، واستجابته القويه في توليد الاجسام المضاده ضد فيروس  كوفيد19، تم تسجيل لقاح سبوتنيك الروسي للاستخدام الطارئ في دوله  الامارات.   يدا بيد نتعافي  ,info_news,1,"('بعد إثبات فعالي ، ٱستجاب قوي في توليد أجسام مضاد ضد فيروس كوفيد19 ، تم تسجيل لقاح سبوتنيك روسي ٱستخدام طارئ في دول أمار . يد بيد تعافى', 'Modern Standard Arabic')"
ولمذا لم تصنع لنا لقاح حلال هكذا لا يكون لنا هذا المشكل  ,personal,0,"('ولمذا لم صنع ل لقاح حلال هكذا لا كون ل هذا مشكل', 'Modern Standard Arabic')"
لقاح جديد بتقنيه لعلاج مرض  التصلب المتعدد يتم تجربته علي الفئران  اللقاح يعدل الاستجابه المناعيه دون تثبيط للمناعه. النتائج المبدئيه مبشره في ضبط المرض وايقاف التفاعلات الالتهابيه.  ,unrelated,0,"('لقاح جديد تقني علاج مرض تصلب متعدد تم تجرب على فئران لقاح عدل ٱستجاب المناعيه دون تثبيط مناع . نتائج مبدئي مبشر في ضبط مرض إيقاف تفاعل ٱلتهابي .', 'Gulf')"
الدوله التي ملات بلادنا باليورانيوم لا نريد منها لقاحا  نريد لقاح امن,info_news,1,"('دول التي ملأ بلاد يورانيوم لا ريد من لقاح ريد لقاح آمن', 'Modern Standard Arabic')"
لا امان لكم ياكفار  نريد لقاح امن  ,info_news,1,"('لا أمان ل ياكفار ريد لقاح آمن', 'Gulf')"
وزير التعليم يتلقي الجرعه الاولي من لقاح  كورونا.  ,celebrity,1,"('وزير تعليم تلقى جرع أولى من لقاح كور .', 'Gulf')"
هلق المحمودات اكثر من الجورجيت، بكرا كل ٢ محمود بياخدوا لقاح وحنركب بالدور كلنا عالحنطور.,personal,1,"('لق محمود أكثر من جورجيت ، بكر كل ٢ محمود أخذ لقاح ركب دور كل حنطور .', 'Levant')"
